iter	RMSE
156	56.63130837
157	56.55547642
158	56.51720812
159	56.45350047
160	56.42021962
161	56.34726817
162	56.28591046
163	56.22991744
164	56.21258145
165	56.20582771
166	56.1865733
167	56.17287349
168	56.11875504
169	56.08796027
170	56.01963871
171	55.96797855
172	55.95121026
173	55.90037419
174	55.88378501
175	55.86333444
176	55.84818692
177	55.83368283
178	55.78852287
179	55.7423843
180	55.73011494
181	55.71789311
182	55.67027444
183	55.62985502
184	55.59919382
185	55.56387306
186	55.50241764
187	55.48823653
188	55.4545204
189	55.40959153
190	55.39669202
191	55.37569858
192	55.35462027
193	55.29495799
194	55.25278736
195	55.23905675
196	55.2152103
197	55.18813439
198	55.17028849
199	55.15247492
200	55.13981864
201	55.10702743
202	55.09048101
203	55.07429469
204	55.05357042
205	55.016312
206	55.0008408
207	54.99187364
208	54.96081492
209	54.94984608
210	54.92804739
211	54.89526979
212	54.88554117
213	54.87636784
214	54.86913092
215	54.8344799
216	54.78059211
217	54.76662896
218	54.75923849
219	54.73286108
220	54.68044286
221	54.66018649
222	54.64733379
223	54.62373486
224	54.61674003
225	54.58408517
226	54.56899593
227	54.55722701
228	54.54855622
229	54.5206791
230	54.49064534
231	54.45629746
232	54.42873599
233	54.39802477
234	54.37978074
235	54.33188616
236	54.32586063
237	54.29779379
238	54.26920771
239	54.24261944
240	54.21806916
241	54.20780164
242	54.18435261
243	54.16028989
244	54.14701771
245	54.13799708
246	54.12795404
247	54.12130847
248	54.08924534
249	54.06542916
250	54.03971243
251	54.02359289
252	54.00652709
253	53.98376019
254	53.97687751
255	53.95027801
256	53.92419123
257	53.91048749
258	53.90688533
259	53.90237046
260	53.87625153
261	53.87276159
262	53.83846251
263	53.83216254
264	53.82879308
265	53.82554264
266	53.82240678
267	53.80636121
268	53.80037167
269	53.77475475
270	53.74980159
271	53.74621822
272	53.74279056
273	53.71939333
274	53.71614421
275	53.70578485
276	53.68206179
277	53.66127665
278	53.65658146
279	53.64541275
280	53.61655311
281	53.61353557
282	53.60153013
283	53.58805628
284	53.57996613
285	53.55900096
286	53.54664258
287	53.54232885
288	53.52208723
289	53.50063416
290	53.48561564
291	53.47645554
292	53.47358685
293	53.45246579
294	53.42493693
295	53.42228602
296	53.4025104
297	53.39849554
298	53.39400387
299	53.34892051
300	53.32624867
301	53.31121455
302	53.29088548
303	53.28826174
304	53.28637661
305	53.26104542
306	53.25737145
307	53.25507177
308	53.23882333
309	53.22347697
310	53.21351954
311	53.1907517
312	53.17135296
313	53.14688741
314	53.13617496
315	53.13114017
316	53.10984094
317	53.08794344
318	53.08537805
319	53.04403901
320	53.03041514
321	53.02794692
322	53.02370141
323	53.01229267
324	52.9867072
325	52.9694783
326	52.96632734
327	52.94806748
328	52.92611628
329	52.90688129
330	52.90451219
331	52.90011831
332	52.87944199
333	52.86023397
334	52.84316236
335	52.82323361
336	52.80453894
337	52.79386559
338	52.79140214
339	52.7839687
340	52.75879332
341	52.74479275
342	52.73123008
343	52.70146629
344	52.69787465
345	52.68178755
346	52.66729102
347	52.64971689
348	52.63104194
349	52.61946353
350	52.6002693
351	52.59522628
352	52.57906479
353	52.57679647
354	52.56652904
355	52.52711791
356	52.51035808
357	52.50579376
358	52.49235837
359	52.4882868
360	52.47855569
361	52.46201921
362	52.42900658
363	52.39167754
364	52.38113479
365	52.36241607
366	52.35299039
367	52.34978271
368	52.33331296
369	52.32358514
370	52.29968473
371	52.29327194
372	52.28448934
373	52.28174884
374	52.26266542
375	52.25003784
376	52.21692375
377	52.19928382
378	52.19707513
379	52.18389195
380	52.16727917
381	52.15232379
382	52.15090757
383	52.14883453
384	52.11773511
385	52.10601844
386	52.09118863
387	52.08972262
388	52.08830474
389	52.08620804
390	52.08226568
391	52.07997578
392	52.07378436
393	52.05414891
394	52.04069818
395	52.0281223
396	52.01781372
397	52.01182288
398	52.01049466
399	52.00262949
400	52.00000937
401	51.98883074
402	51.97613943
403	51.95912583
404	51.9354584
405	51.92597162
406	51.92274527
407	51.90244663
408	51.8909857
409	51.87533573
410	51.87337251
411	51.85802863
412	51.85680296
413	51.82653266
414	51.82362042
415	51.80624776
416	51.79604943
417	51.76871822
418	51.7553919
419	51.75292364
420	51.73913968
421	51.72430605
422	51.71134374
423	51.68301139
424	51.6748716
425	51.6598165
426	51.64345835
427	51.63413936
428	51.6224398
429	51.58842412
430	51.57726747
431	51.56098246
432	51.55835686
433	51.54256111
434	51.52792572
435	51.51244596
436	51.48388453
437	51.46946332
438	51.46491647
439	51.45111851
440	51.44770213
441	51.42791446
442	51.41003833
443	51.40883119
444	51.40379507
445	51.39215178
446	51.37874951
447	51.37709633
448	51.36657165
449	51.3484932
450	51.33737176
451	51.33006957
452	51.32771828
453	51.31752283
454	51.28504357
455	51.27525896
456	51.26369208
457	51.26151548
458	51.26002714
459	51.24989276
460	51.24072266
461	51.22304779
462	51.215895
463	51.20056167
464	51.19428421
465	51.19281652
466	51.19174475
467	51.18991655
468	51.18805844
469	51.18702366
470	51.17395089
471	51.16802833
472	51.15315747
473	51.13998866
474	51.13899165
475	51.11595468
476	51.10553845
477	51.08228428
478	51.07470842
479	51.06703574
480	51.05860702
481	51.04900068
482	51.04767035
483	51.03661104
484	51.02445892
485	51.01195986
486	50.98702261
487	50.98541546
488	50.97633599
489	50.96921331
490	50.9670304
491	50.96583634
492	50.96540794
493	50.96453037
494	50.96152993
495	50.94743703
496	50.93569787
497	50.92267887
498	50.91440296
499	50.9037742
500	50.89520365
501	50.88489408
502	50.87653003
503	50.87540337
504	50.8745342
505	50.8736946
506	50.87287825
507	50.85334289
508	50.84511323
509	50.8444448
510	50.83286613
511	50.81385943
512	50.79636368
513	50.78022182
514	50.77271578
515	50.76127465
516	50.75694486
517	50.74469392
518	50.73319812
519	50.71325664
520	50.71251389
521	50.70490616
522	50.68250749
523	50.66690349
524	50.65671978
525	50.64042048
526	50.63332904
527	50.63260635
528	50.61297108
529	50.61120014
530	50.6058669
531	50.59845909
532	50.59130883
533	50.5844041
534	50.58342402
535	50.56912979
536	50.5624538
537	50.55253342
538	50.5518731
539	50.53770544
540	50.53058006
541	50.52434136
542	50.52362771
543	50.52271711
544	50.51305551
545	50.50819891
546	50.50441767
547	50.49788115
548	50.49729927
549	50.48633572
550	50.47859251
551	50.4779664
552	50.46926113
553	50.46310581
554	50.45399195
555	50.44259547
556	50.43660616
557	50.43058454
558	50.42092864
559	50.41207296
560	50.41053508
561	50.40335731
562	50.38254828
563	50.36827817
564	50.35898717
565	50.34204879
566	50.32053599
567	50.31496626
568	50.30600437
569	50.2994288
570	50.29099951
571	50.28273363
572	50.26878067
573	50.25663964
574	50.24377265
575	50.23565017
576	50.2207765
577	50.20824039
578	50.20764343
579	50.20237849
580	50.18522574
581	50.16645509
582	50.15754782
583	50.15167037
584	50.14316602
585	50.14155814
586	50.14113344
587	50.12114601
588	50.12064662
589	50.10761743
590	50.09670018
591	50.09627239
592	50.08740064
593	50.07708102
594	50.06240853
595	50.04902458
596	50.04862769
597	50.0478177
598	50.03558061
599	50.03200307
600	50.02495135
601	50.02457537
602	50.01645135
603	50.01598023
604	50.0025745
605	49.995602
606	49.98694342
607	49.98525301
608	49.97678016
609	49.97634478
610	49.97593469
611	49.97551925
612	49.97484704
613	49.9560217
614	49.94321773
615	49.94287756
616	49.93208648
617	49.92870994
618	49.91302367
619	49.89574505
620	49.89504744
621	49.87944272
622	49.86937648
623	49.84022228
624	49.83589238
625	49.81766231
626	49.81317651
627	49.80681395
628	49.7995309
629	49.78294774
630	49.77507947
631	49.77470901
632	49.75530208
633	49.74540392
634	49.74230819
635	49.72641859
636	49.7152152
637	49.71227621
638	49.69993695
639	49.69351312
640	49.6874144
641	49.68007416
642	49.67098962
643	49.65500767
644	49.64794773
645	49.64738871
646	49.64050748
647	49.62631176
648	49.62597329
649	49.62565093
650	49.60877171
651	49.60825516
652	49.59249127
653	49.58502357
654	49.57854979
655	49.5690986
656	49.55420083
657	49.54429501
658	49.54371229
659	49.52778693
660	49.52494649
661	49.522706
662	49.51387464
663	49.49914725
664	49.49171162
665	49.48425558
666	49.48236877
667	49.48027782
668	49.46254985
669	49.45671693
670	49.4494876
671	49.4468124
672	49.43093964
673	49.42635619
674	49.42021965
675	49.40906123
676	49.39476922
677	49.35462299
678	49.34654019
679	49.33404178
680	49.31938391
681	49.31747373
682	49.30724311
683	49.30100475
684	49.29282777
685	49.28596906
686	49.28543611
687	49.27181289
688	49.27136631
689	49.26343507
690	49.24507794
691	49.234373
692	49.2240266
693	49.21725035
694	49.21132355
695	49.21087515
696	49.19063169
697	49.17860006
698	49.16585704
699	49.16542698
700	49.16502029
701	49.15382064
702	49.14506747
703	49.13928351
704	49.12512542
705	49.11960368
706	49.08747232
707	49.08700163
708	49.0865363
709	49.08093396
710	49.08054625
711	49.0801796
712	49.07976812
713	49.06125694
714	49.05592971
715	49.03815725
716	49.03093055
717	49.03055936
718	49.02728998
719	49.02460338
720	49.01345181
721	49.01318539
722	49.00253012
723	48.99859478
724	48.99213533
725	48.98594901
726	48.98567522
727	48.98532536
728	48.98494084
729	48.96679922
730	48.96103773
731	48.94876485
732	48.93237472
733	48.91930943
734	48.91307629
735	48.90710292
736	48.890479
737	48.87326645
738	48.86709132
739	48.85978911
740	48.84349155
741	48.8311764
742	48.82335917
743	48.81663167
744	48.81176636
745	48.79605073
746	48.79563739
747	48.79021232
748	48.78460514
749	48.7842082
750	48.77228368
751	48.76754465
752	48.76716918
753	48.76698439
754	48.75865134
755	48.74237
756	48.7420035
757	48.73659197
758	48.70817254
759	48.69569331
760	48.686411
761	48.68283097
762	48.67702651
763	48.67155224
764	48.66494462
765	48.6595307
766	48.65619084
767	48.64662328
768	48.63163849
769	48.62559416
770	48.60614233
771	48.59726365
772	48.5643643
773	48.56399718
774	48.55580428
775	48.53823604
776	48.53157617
777	48.53125348
778	48.52630248
779	48.52599674
780	48.52562991
781	48.50888013
782	48.49799413
783	48.49153307
784	48.48638109
785	48.47561344
786	48.47077238
787	48.44447578
788	48.43976615
789	48.43442634
790	48.43407532
791	48.43378459
792	48.42870725
793	48.42377875
794	48.42344102
795	48.42327579
796	48.42118974
797	48.41663931
798	48.41196919
799	48.40774328
800	48.3996138
801	48.39015383
802	48.38759896
803	48.37701479
804	48.37159114
805	48.3714171
806	48.36897002
807	48.35887131
808	48.35336599
809	48.34662525
810	48.33200929
811	48.32746862
812	48.3273027
813	48.31131319
814	48.30703767
815	48.27731611
816	48.27142248
817	48.26765178
818	48.26729377
819	48.2440252
820	48.21681092
821	48.21257674
822	48.21220318
823	48.20765735
824	48.20750684
825	48.20267744
826	48.20239689
827	48.1885509
828	48.18827102
829	48.17840679
830	48.17429484
831	48.14578741
832	48.13301524
833	48.11795177
834	48.11400901
835	48.10890467
836	48.10860096
837	48.10537662
838	48.0997374
839	48.09676966
840	48.09265312
841	48.09231307
842	48.09198635
843	48.08965134
844	48.0803699
845	48.07085125
846	48.06278725
847	48.04758766
848	48.04726159
849	48.03844192
850	48.02545463
851	48.02168575
852	48.01801642
853	48.01787328
854	48.00930605
855	47.99517466
856	47.98165806
857	47.98151644
858	47.98130787
859	47.9689852
860	47.96865895
861	47.96855625
862	47.96845005
863	47.9683523
864	47.96295581
865	47.96155706
866	47.95032353
867	47.94545095
868	47.93938426
869	47.93916603
870	47.93888264
871	47.93418484
872	47.93030405
873	47.92242301
874	47.91199267
875	47.90852574
876	47.89287176
877	47.88534307
878	47.88075799
879	47.8768888
880	47.86770249
881	47.85326227
882	47.85299806
883	47.85286793
884	47.84941483
885	47.84916041
886	47.84456748
887	47.83290224
888	47.8326534
889	47.83251484
890	47.81611953
891	47.81272877
892	47.79583225
893	47.78845704
894	47.77657515
895	47.77258855
896	47.76157248
897	47.76144699
898	47.7510637
899	47.75081701
900	47.74731867
901	47.73458195
902	47.72178729
903	47.7182414
904	47.7140274
905	47.71031478
906	47.71020017
907	47.70171222
908	47.69215151
909	47.67803026
910	47.67476567
911	47.66182687
912	47.6577045
913	47.65419371
914	47.6539846
915	47.65386441
916	47.65373397
917	47.64524381
918	47.64155045
919	47.63792947
920	47.63777584
921	47.63162044
922	47.6284789
923	47.61663669
924	47.60458302
925	47.60446857
926	47.60426551
927	47.60414414
928	47.60199466
929	47.60187876
930	47.60041409
931	47.6002408
932	47.59665632
933	47.58893381
934	47.58409439
935	47.58399047
936	47.57835261
937	47.57134872
938	47.56891834
939	47.56873953
940	47.56859418
941	47.5649358
942	47.52863072
943	47.51513704
944	47.51186826
945	47.50623403
946	47.49486229
947	47.49474343
948	47.48324187
949	47.48004507
950	47.4704786
951	47.4695692
952	47.4666259
953	47.46652081
954	47.45753582
955	47.44950178
956	47.44940375
957	47.44224743
958	47.4388766
959	47.43879086
960	47.43462596
961	47.41962226
962	47.41840719
963	47.40254203
964	47.40244831
965	47.39436674
966	47.38389041
967	47.3709452
968	47.35706741
969	47.3435757
970	47.33685425
971	47.33179853
972	47.32698935
973	47.32688338
974	47.30416953
975	47.29811619
976	47.28661356
977	47.28376052
978	47.2835712
979	47.26370275
980	47.26358801
981	47.25891356
982	47.25617344
983	47.25340542
984	47.25167645
985	47.24213565
986	47.24203039
987	47.23519699
988	47.23511316
989	47.23460122
990	47.22557953
991	47.22549931
992	47.22531352
993	47.21840594
994	47.2084454
995	47.20681672
996	47.20342794
997	47.2032702
998	47.19497564
999	47.18150599
1000	47.15643989
1001	47.15280157
1002	47.15050703
1003	47.14356637
1004	47.14348285
1005	47.14048655
1006	47.13908579
1007	47.12979573
1008	47.12772188
1009	47.12762735
1010	47.11872846
1011	47.10388516
1012	47.09655815
1013	47.09233791
1014	47.07663425
1015	47.06190897
1016	47.04809017
1017	47.03868464
1018	47.03679632
1019	47.02521791
1020	47.0070169
1021	47.00591063
1022	46.98334
1023	46.98038331
1024	46.97477963
1025	46.96821636
1026	46.96523552
1027	46.95351983
1028	46.94832361
1029	46.93819077
1030	46.93087861
1031	46.91917027
1032	46.90137089
1033	46.89819816
1034	46.89805417
1035	46.89724846
1036	46.89659793
1037	46.89325982
1038	46.8922372
1039	46.88521482
1040	46.88063504
1041	46.88011516
1042	46.87877166
1043	46.87389171
1044	46.8737684
1045	46.86651685
1046	46.86225257
1047	46.85947657
1048	46.85870975
1049	46.85027423
1050	46.84612018
1051	46.83532389
1052	46.83462489
1053	46.8335325
1054	46.83270082
1055	46.82980545
1056	46.82765502
1057	46.81484201
1058	46.81002852
1059	46.80860362
1060	46.80851989
1061	46.80737622
1062	46.79725391
1063	46.79540368
1064	46.79305821
1065	46.78885524
1066	46.78437634
1067	46.77508266
1068	46.76803683
1069	46.76417431
1070	46.7547392
1071	46.75079195
1072	46.7459635
1073	46.74064376
1074	46.7352146
1075	46.73515095
1076	46.73065814
1077	46.72338633
1078	46.7227313
1079	46.72216568
1080	46.72101524
1081	46.71197522
1082	46.7035795
1083	46.69564078
1084	46.68964352
1085	46.68916618
1086	46.68855762
1087	46.68385751
1088	46.67967789
1089	46.67314397
1090	46.67010481
1091	46.67003541
1092	46.6630608
1093	46.66288147
1094	46.6604116
1095	46.65120809
1096	46.64683385
1097	46.64115141
1098	46.6284986
1099	46.62840178
1100	46.62767809
1101	46.6250009
1102	46.60552
1103	46.60491177
1104	46.58948389
1105	46.5893761
1106	46.58404358
1107	46.57130642
1108	46.57071398
1109	46.56739733
1110	46.56696385
1111	46.56355888
1112	46.56284004
1113	46.56276439
1114	46.55766577
1115	46.55760695
1116	46.55312452
1117	46.55272097
1118	46.55219353
1119	46.54552664
1120	46.5378373
1121	46.53696557
1122	46.50238528
1123	46.49784793
1124	46.48356045
1125	46.48294412
1126	46.47081774
1127	46.46957289
1128	46.46793206
1129	46.45782909
1130	46.4514345
1131	46.4455454
1132	46.44542141
1133	46.43769161
1134	46.43419903
1135	46.43412854
1136	46.42747821
1137	46.41858136
1138	46.41742282
1139	46.41658374
1140	46.41285451
1141	46.41278911
1142	46.39643536
1143	46.39635968
1144	46.38674843
1145	46.37825821
1146	46.36972348
1147	46.3619211
1148	46.36108087
1149	46.36097093
1150	46.35646498
1151	46.35571274
1152	46.35524999
1153	46.35467454
1154	46.34916761
1155	46.33717312
1156	46.3370514
1157	46.33412966
1158	46.33405596
1159	46.33398462
1160	46.3296692
1161	46.32348291
1162	46.31840505
1163	46.31221945
1164	46.3116712
1165	46.3106104
1166	46.30865853
1167	46.30839973
1168	46.30519109
1169	46.30512228
1170	46.29414791
1171	46.29261778
1172	46.29212349
1173	46.28966079
1174	46.28439551
1175	46.27802276
1176	46.27281349
1177	46.2727574
1178	46.26875844
1179	46.26589232
1180	46.26348697
1181	46.26309026
1182	46.25894536
1183	46.25892599
1184	46.25841525
1185	46.22533673
1186	46.22089657
1187	46.21709648
1188	46.21327936
1189	46.21138281
1190	46.20530767
1191	46.20192594
1192	46.19827874
1193	46.19301723
1194	46.18846423
1195	46.18533704
1196	46.17398746
1197	46.17134575
1198	46.16776247
1199	46.15882029
1200	46.15879409
1201	46.14753264
1202	46.13634195
1203	46.13488237
1204	46.13005991
1205	46.12246042
1206	46.12154885
1207	46.11153308
1208	46.10804785
1209	46.10320664
1210	46.09805036
1211	46.09793352
1212	46.09712436
1213	46.08376134
1214	46.08369774
1215	46.08041128
1216	46.0782465
1217	46.07811168
1218	46.0768196
1219	46.07320053
1220	46.07140776
1221	46.06075421
1222	46.05998576
1223	46.0553748
1224	46.04976021
1225	46.01858194
1226	46.01618234
1227	46.00829199
1228	46.00823436
1229	46.00745241
1230	46.00731451
1231	46.0003063
1232	45.99766619
1233	45.98991074
1234	45.97957244
1235	45.96987525
1236	45.96045813
1237	45.95737541
1238	45.95725799
1239	45.95433004
1240	45.9514355
1241	45.95117217
1242	45.94458362
1243	45.93837376
1244	45.90922063
1245	45.90598433
1246	45.90282611
1247	45.90242166
1248	45.89621223
1249	45.88856419
1250	45.8849559
1251	45.87718359
1252	45.87301317
1253	45.86988333
1254	45.86849691
1255	45.86120981
1256	45.85658644
1257	45.85638351
1258	45.85279627
1259	45.84947013
1260	45.84935959
1261	45.84654592
1262	45.84631544
1263	45.83948862
1264	45.82880983
1265	45.82478666
1266	45.82468648
1267	45.81968376
1268	45.81643578
1269	45.81230389
1270	45.81220115
1271	45.8019152
1272	45.79892228
1273	45.79418863
1274	45.79124764
1275	45.79109498
1276	45.78777003
1277	45.78137972
1278	45.77758635
1279	45.77082552
1280	45.76877873
1281	45.768441
1282	45.75997112
1283	45.74925403
1284	45.7483301
1285	45.7443097
1286	45.73414444
1287	45.72533616
1288	45.72375343
1289	45.71891697
1290	45.71286272
1291	45.71245489
1292	45.71076363
1293	45.7107139
1294	45.71039201
1295	45.70576308
1296	45.70015644
1297	45.69349223
1298	45.68751089
1299	45.65966431
1300	45.65533268
1301	45.65273558
1302	45.65263952
1303	45.65182972
1304	45.64080515
1305	45.63115344
1306	45.63108622
1307	45.62488705
1308	45.61842361
1309	45.6094393
1310	45.60927046
1311	45.60699676
1312	45.60474261
1313	45.5962337
1314	45.59588108
1315	45.59030829
1316	45.58412175
1317	45.57300077
1318	45.57145991
1319	45.57110388
1320	45.56548517
1321	45.55770339
1322	45.54785322
1323	45.54778894
1324	45.54759405
1325	45.54393066
1326	45.54154319
1327	45.53204723
1328	45.53020131
1329	45.52787765
1330	45.52780319
1331	45.52411863
1332	45.52379309
1333	45.51068452
1334	45.50733848
1335	45.50184762
1336	45.50016444
1337	45.50011271
1338	45.49448664
1339	45.48624013
1340	45.48582699
1341	45.47662541
1342	45.47403169
1343	45.47145369
1344	45.47068274
1345	45.45241146
1346	45.44324414
1347	45.43871197
1348	45.42908253
1349	45.42307315
1350	45.42274568
1351	45.40510847
1352	45.39632668
1353	45.3962768
1354	45.3840096
1355	45.38041883
1356	45.37052262
1357	45.36603939
1358	45.36599131
1359	45.35774018
1360	45.34845835
1361	45.34692229
1362	45.33706935
1363	45.32796273
1364	45.32276881
1365	45.32030454
1366	45.32024864
1367	45.31898655
1368	45.31819747
1369	45.31039271
1370	45.30034192
1371	45.29477856
1372	45.29099645
1373	45.29069525
1374	45.26369861
1375	45.25992874
1376	45.25948108
1377	45.25793997
1378	45.25539927
1379	45.25385982
1380	45.25172835
1381	45.24735782
1382	45.2439614
1383	45.24363352
1384	45.24051452
1385	45.23818653
1386	45.23602774
1387	45.22779839
1388	45.2258387
1389	45.21818709
1390	45.2099942
1391	45.20286413
1392	45.20080684
1393	45.198738
1394	45.19389342
1395	45.18638452
1396	45.18424293
1397	45.1763939
1398	45.17334991
1399	45.17304035
1400	45.17299754
1401	45.17103354
1402	45.16819052
1403	45.16526845
1404	45.1603886
1405	45.15852149
1406	45.15780154
1407	45.1542941
1408	45.15420796
1409	45.14564728
1410	45.1439556
1411	45.13559633
1412	45.13166469
1413	45.13145335
1414	45.10598471
1415	45.10184088
1416	45.09801596
1417	45.09521813
1418	45.08524603
1419	45.084634
1420	45.07696793
1421	45.06876922
1422	45.06840637
1423	45.06163527
1424	45.05986062
1425	45.05809908
1426	45.04918952
1427	45.04799724
1428	45.0459055
1429	45.04585837
1430	45.04398571
1431	45.03705709
1432	45.03441041
1433	45.03014222
1434	45.0273013
1435	45.01998864
1436	45.01355649
1437	45.0085296
1438	45.00063228
1439	44.99239411
1440	44.98593514
1441	44.98029957
1442	44.97260518
1443	44.97066315
1444	44.96567444
1445	44.95972272
1446	44.95455327
1447	44.94311555
1448	44.93260745
1449	44.93256321
1450	44.92512496
1451	44.92509106
1452	44.90897679
1453	44.90864697
1454	44.89797461
1455	44.89786349
1456	44.89118393
1457	44.89005053
1458	44.88983409
1459	44.88176767
1460	44.87782887
1461	44.8725067
1462	44.86471301
1463	44.86059609
1464	44.86035274
1465	44.8601434
1466	44.8594464
1467	44.8517129
1468	44.84963609
1469	44.84951814
1470	44.84178239
1471	44.83995892
1472	44.8305071
1473	44.82456256
1474	44.81837587
1475	44.8105438
1476	44.80299794
1477	44.80043334
1478	44.79593736
1479	44.7919794
1480	44.78408531
1481	44.7801487
1482	44.77587856
1483	44.7711733
1484	44.77094426
1485	44.76383556
1486	44.7564627
1487	44.75065289
1488	44.74910294
1489	44.74229003
1490	44.74207811
1491	44.72998729
1492	44.7299278
1493	44.72743693
1494	44.72285324
1495	44.71734815
1496	44.71335198
1497	44.71211381
1498	44.70900617
1499	44.7026096
1500	44.69216899
1501	44.6849403
1502	44.67837499
1503	44.67337303
1504	44.66915713
1505	44.66394188
1506	44.66161151
1507	44.6521196
1508	44.64308682
1509	44.63737721
1510	44.62858335
1511	44.62579778
1512	44.61124665
1513	44.60710238
1514	44.60214276
1515	44.6018741
1516	44.59390175
1517	44.58638097
1518	44.58306101
1519	44.57702135
1520	44.56926004
1521	44.55932858
1522	44.55703948
1523	44.5555536
1524	44.54559684
1525	44.54551091
1526	44.53821554
1527	44.53532579
1528	44.52848099
1529	44.52631609
1530	44.52377906
1531	44.51283602
1532	44.51265585
1533	44.51037214
1534	44.50921314
1535	44.50714524
1536	44.50212792
1537	44.49992552
1538	44.49987278
1539	44.49838888
1540	44.48973033
1541	44.48782865
1542	44.47838296
1543	44.46559518
1544	44.46553845
1545	44.46321586
1546	44.45850307
1547	44.45684944
1548	44.45009453
1549	44.44999031
1550	44.44275691
1551	44.43914948
1552	44.43347433
1553	44.43342894
1554	44.43040977
1555	44.41784654
1556	44.41780545
1557	44.41188996
1558	44.38707181
1559	44.3859443
1560	44.38265395
1561	44.38114842
1562	44.38093034
1563	44.37772859
1564	44.37519556
1565	44.37510788
1566	44.3697304
1567	44.36697684
1568	44.36259335
1569	44.35104649
1570	44.34843224
1571	44.34596991
1572	44.34191151
1573	44.332656
1574	44.33260481
1575	44.33246926
1576	44.33207359
1577	44.32630541
1578	44.3240067
1579	44.32194655
1580	44.32172379
1581	44.31887484
1582	44.3171186
1583	44.31147126
1584	44.30869241
1585	44.29299232
1586	44.29073877
1587	44.28360674
1588	44.2816576
1589	44.27336697
1590	44.27203407
1591	44.27197919
1592	44.27189082
1593	44.27052301
1594	44.24687648
1595	44.24482996
1596	44.23929678
1597	44.2374073
1598	44.23736312
1599	44.22874647
1600	44.2286372
1601	44.22247534
1602	44.21512163
1603	44.2073279
1604	44.18532342
1605	44.18520811
1606	44.17780447
1607	44.17376765
1608	44.17368378
1609	44.17153751
1610	44.17002389
1611	44.16357977
1612	44.16354474
1613	44.16333514
1614	44.15522493
1615	44.15026031
1616	44.15015074
1617	44.14986774
1618	44.14767572
1619	44.14537367
1620	44.13883915
1621	44.11813105
1622	44.11648984
1623	44.09719866
1624	44.09282888
1625	44.09191723
1626	44.08367958
1627	44.07641618
1628	44.07488601
1629	44.06577404
1630	44.05989387
1631	44.0543368
1632	44.04872366
1633	44.04204733
1634	44.02742613
1635	44.02723246
1636	44.02541999
1637	44.02295056
1638	44.01789133
1639	44.01596715
1640	44.01555203
1641	44.01420561
1642	44.00666756
1643	44.00477413
1644	43.9968788
1645	43.99489626
1646	43.98965778
1647	43.98153602
1648	43.98110258
1649	43.96344251
1650	43.96223662
1651	43.95940304
1652	43.95722175
1653	43.95611141
1654	43.95433373
1655	43.95144789
1656	43.94528241
1657	43.94395538
1658	43.93778191
1659	43.93322611
1660	43.93304012
1661	43.92934728
1662	43.92923575
1663	43.92094885
1664	43.91936494
1665	43.91909738
